"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tibia","4800","74610","14","60","4157","51.9625"
"2","Teamfight Tactics","1980","28695","13","25","1023","31"
"3","Riverbond","510","10065","19","50","289","34"
"4","Gartic","405","7485","17","31","407","60.296296"
"5","PUBG: BATTLEGROUNDS","390","6585","16","21","306","47.076923"
"6","Icarus Online","375","7710","20","35","506","80.96"
"7","League of Legends","360","5400","15","26","151","25.166666"
"8","UNO","315","5640","18","29","168","32"
"9","Borderlands 2","300","5100","17","23","218","43.6"
"10","Inside","255","2325","8","12","107","25.17647"
"11","A Lenda do Herói","150","2340","15","29","153","61.2"
"12","Counter-Strike: Global Offensive","135","1860","13","17","79","35.111111"
"13","My Time at Portia","135","2100","15","20","94","41.777777"
"14","Just Chatting","105","1320","13","16","73","41.714285"
"15","Words On Stream","45","900","20","21","82","109.333333"
"16","PUBG Mobile","15","60","4","4","18","72"
