"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dishonored","1860","2063310","991","2112","45961","1482.612903"
"2","DARK SOULS III","1140","2096895","1619","2843","36982","1946.421052"
"3","Resident Evil 2","1095","1735380","1557","2471","32849","1799.945205"
"4","Sekiro: Shadows Die Twice","1050","1013025","934","1690","36378","2078.742857"
"5","Dark Souls","885","1391175","1292","2347","34721","2353.966101"
"6","Hotline Miami 2: Wrong Number","570","565185","987","1213","14959","1574.631578"
"7","Welcome to the Game II","450","726105","1613","1870","17861","2381.466666"
"8","Hotline Miami","345","430650","1247","1407","8565","1489.565217"
"9","Just Chatting","330","176400","382","1130","8751","1591.090909"
"10","Visage","300","442785","1546","1808","7801","1560.2"
"11","Mirror's Edge","255","194430","762","1073","7896","1857.882352"
"12","My Friend Pedro","240","277605","1157","1442","8346","2086.5"
"13","D4: Dark Dreams Don't Die - Season 1","225","244215","1085","1174","6509","1735.733333"
"14","Shadow of the Colossus","150","126855","845","955","2947","1178.8"
"15","BioShock Infinite","135","236130","1749","1936","3013","1339.111111"
"16","Katana ZERO","120","125505","1062","1157","3438","1719"
"17","Hollow Knight","75","65130","868","971","3540","2832"
"18","Bloodborne","30","6180","206","412","0","0"
"19","Unlisted on Twitch","15","20835","1389","1389","753","3012"
